"address","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Accesibilidad en silla de ruedas","reviewContext/Adecuado para niños","reviewContext/Espacios para estacionar","reviewContext/Estacionamiento","reviewContext/Eventos especiales","reviewContext/Lo que disfruté","reviewContext/Nivel de ruido","reviewContext/Ofertas especiales","reviewContext/Opciones de estacionamiento","reviewContext/Platos recomendados","reviewContext/Platos vegetarianos","reviewContext/Precio por persona","reviewContext/Reservas","reviewContext/Restricciones de dieta","reviewContext/Tamaño del grupo","reviewContext/Tiempo de espera","reviewContext/Tipo de asiento","reviewContext/Tipo de comida","reviewContext/Tipo de pedido","reviewDetailedRating/Ambiente","reviewDetailedRating/Comida","reviewDetailedRating/Servicio","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","es","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 5 meses","2026-02-17T04:34:51.098Z",,,,,"Espacio suficiente...","Hay suficiente espacio",,"Música en vivo, Evento de temporada o de festividades",,,,"Estacionamiento gratuito",,,"$10-15","No se requiere hacer una reserva",,,"Sin espera",,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT21vMlkxbDVNVFpOVVVGYVQwNU5kelppTUdWSE1YYxAB",,,,,,,,,,,,,,,,,,"Google",,,"32",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","Excelente en todo.. Felicitaciones",,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","es","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 5 meses","2026-02-15T20:18:20.754Z",,,,,,,,,,,,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pBMldVOXpVbEpwZUZoS1RYQnZVSFpRYzJaMWFIYxAB",,,,,,,,,,,,,,,,,,"Google",,,"17",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","2",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","Mala atención, mala experiencia en el local ubicado en San Marino shoppong,  nada que ver con la excelente atención  del
local ubicado en Mall del Río en Cuenca,  pense encontrarme con el mismo servicio en Guayaquil, pero que va nada que ver..",,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","false","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy",,"false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 5 meses","2026-02-09T02:54:45.252Z",,,,,,,,,,"Silencioso, agradable para conversar",,,,,"$20-25",,,"Apto para grupos de todos los tamaños","Sin espera",,,,"5","3","4","Ci9DQUlRQUNvZENodHljRjlvT2xad2NHTmlibkJwWnkxdFdrZFhhRk5YY0dOMVFsRRAB",,,,,,,,,,,,,,,,,,"Google",,,"6",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","3",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false",,,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","ca","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-02-08T16:36:50.260Z",,,,,,,,,,,,,,,"$15-20",,,,,,,,"5","1","5","Ci9DQUlRQUNvZENodHljRjlvT214UlFVSTBXVXQwTTAweE5HUkNUMnhQU25OMVZGRRAB",,,,,,,,,,,,,,,,,,"Google",,,"154",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","1",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","16 dollars picanya tastes like rubber.","16 dólares picaña catas like rubber.","Casa Res | Steak House (Francisco de Orellana)","4.4","es","https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","es","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Editado Hace 6 meses","2026-02-03T20:00:10.018Z",,,,,,,,,,"Ruido moderado",,,,,"$25-30","No se requiere hacer una reserva",,,,"Comedor cubierto",,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT205eFdXRlZSbTQ1TkVsQmRXNDVZekpDYW5oRlJIYxAB","https://lh3.googleusercontent.com/grass-cs/ACvplmMknB_9YQtJQMjE3ZvsGm4hZ7M2vEXKvNLrkb88NI1qa1WBlRab3thqOoT8hSSE26iL7Kl8L6CnYUoAP_Iuz2l0Dk865vZO9kBjyZWbHxWTtpZ1VuNbSTPOLoRq4jNUF1Xn71cu-vHLgq7r=k-no","https://lh3.googleusercontent.com/grass-cs/ACvplmMK_YJ7nJ_X44TCakmSG8Kt_OLYDiuoo7vKS9hwdrGqVy49o2g2BzGEcwNynZKE3CfhzumD3fQdweS9OoFq1KXYfNsk_HoW4m4g8olFlnkDxQQrapHgg8h3BlKlMOt-MBKjGL1FPhG_9-E0=k-no",,,,,,,,,,,,,,,,"Google",,,"234",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","Casa res de San Marino es un lugar amplio que cuenta con barra de ensalada, la carta es variada, buena atención, música en vivo, los platos bien preparados. Recomendado",,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","es","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-02-02T18:42:20.799Z",,,,,,,,,,,,,,,,,,,,,,,"4","5","4","Ci9DQUlRQUNvZENodHljRjlvT21sWVIzUjBTVzFsUW1oTGVXbEhVR2RDVUdGRFZrRRAB",,,,,,,,,,,,,,,,,,"Google",,,"60",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","Fui a un evento con reserva y la comida estuvo exclente. Tal vez hizo falta un poquito de atención a la mesa pero es posible que haya sido por la hora. Las sillas son un poco incómodas pero por lo demás el lugar es agradable.",,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","es","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-01-31T15:02:56.399Z",,,,"Tiene ascensor para dos personas",,"Es un poco difícil encontrar estacionamiento",,,,"Ruido moderado",,"Estacionamiento gratuito",,,"$20-25",,,"Entre 5 y 8 personas","De 10 a 30 min",,,,"4","4","4","Ci9DQUlRQUNvZENodHljRjlvT2pSaGJHMW9UbUZSVUhoQk1HZzJUSEZIU0VGR05sRRAB","https://lh3.googleusercontent.com/grass-cs/ACvplmPutL0SemEryYr-lZWgH7UNRGrFbMsHwcp9eVLyboLyD2SAv9_p7loSEcB8Qi2JPlGMZAkeSiE7kR7J5PW-L36LwLC9QIbDBSLfoHBOl0ChPhKl5hZRc5NPBzOc4a39X2P8ww0qlcl3V4I=k-no",,,,,,,,,,,,,,,,,"Google",,,"34",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","4",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","Fuimos el 22 de Enero un grupo de amigas a celebrar un cumpleaños de una de nosotras. Seleccione un bife de chorizo doble de 220 gr con papa al horno. El tamaño justo para consumo personal., en cocción 3/4 adecuada., la salsa de queso de la papa sin mayores logros. La estación de ensaladas variadas y frescas que realmente fueron lo fuerte del menú. Como bebida una limonada de coco muy refrescante con un buen balance de sabor entre lo ácido y dulce. No ofrecen ninguna cortesía de postre por cumpleaños ., así que pedimos una porción de flan, el tamaño permite compartir, su textura es suave y su sabor es a vainilla.",,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","false","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy",,"false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-01-20T05:24:24.553Z",,,,,,,,,,,"No lo sé",,,,"$10-15","No lo sé",,,"Sin espera",,,,"5","5","4","Ci9DQUlRQUNvZENodHljRjlvT21aTFJFWlNTR2RRVTBWVlVIaFNkelF0ZFhCbGNGRRAB",,,,,,,,,,,,,,,,,,"Google",,,"0",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false",,,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy",,"false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-01-18T15:48:05.525Z",,,,,,,,"No lo sé",,"Silencioso, agradable para conversar",,,,,"$20-25",,,,"Sin espera",,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT2twa2IweHNZMWR6VVUxWWJGcHhhVVo1TkUweVpVRRAB",,,,,,,,,,,,,,,,,,"Google",,,"10",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false",,,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","false","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy","es","false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-01-18T03:42:16.498Z",,,,"Existe ascensor. Así que es muy accesible.",,,,"Ningún evento especial",,"Silencioso, agradable para conversar",,,,,"$10-15",,,,"Sin espera",,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT2sxV1VubEpXa1ZwWm5sa2NGOUpjRjltVFU1MFJsRRAB",,,,,,,,,,,,,,,,,,"Google",,,"7",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false","Me encanta la atención y la comida. Es mi lugar favorito con mi esposo.",,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
"Avenida Francisco de Orellana, y y Alberto Borges Najera &, 090512 Guayaquil, Ecuador",,"8859694750892439654","Guayaquil","EC","0x902d6dfa064ccbc9:0x7af3f56f6d563866",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkGGpATJua3yERVqhnTeKL45CW-Hm-p-tPOP9Y4RoB26Hg99zsdoGm0DIEbuU4AVsFaop5FHrTBTy03lrKPNqUEys-DlHeN7cmo07eybpIaHRFd52ULVAwhdfaOkQEuHe7EpH6hNw=w533-h240-k-no","false","true","/g/11h4pl6jn9","es-419","0","-2.1653312","-79.895646",,"Kennedy",,"false","ChIJyctMBvptLZARZjhWbW_183o","090512","$10-20","Hace 6 meses","2026-01-16T13:49:13.911Z",,,,,,,,,,,,,,,,,,,,,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT2sxSFJ6bHlSRkl4TkY5Tk9UZExTVEp3VGs5eGNrRRAB",,,,,,,,,,,,,,,,,,"Google",,,"17",,,"4892","2026-08-08T17:25:40.814Z","Direct Detail URL: https://www.google.com/maps/place/Casa+Res+%7C+Steak+House+(Francisco+de+Orellana)/@-2.1706965,-79.9055801,13.31z/data=!4m10!1m2!2m1!1sGrilling+Rustic!3m6!1s0x902d6dfa064ccbc9:0x7af3f56f6d563866!8m2!3d-2.1653312!4d-79.895646!15sCg9HcmlsbGluZyBSdXN0aWNaESIPZ3JpbGxpbmcgcnVzdGljkgESY2FydmVyeV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZYUhOSWJsQkJFQUXgAQD6AQQIABBE!16s%2Fg%2F11h4pl6jn9?entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D","5",,"Avenida Francisco de Orellana, y y Alberto Borges Najera &","false",,,"Casa Res | Steak House (Francisco de Orellana)","4.4",,"https://www.google.com/maps/search/?api=1&query=Casa%20Res%20%7C%20Steak%20House%20(Francisco%20de%20Orellana)&query_place_id=ChIJyctMBvptLZARZjhWbW_183o",
